"Izdatki gospodinjstev za koncno potro?njo po vrsti proizvodov in namenu, Slovenija, letno",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSAKCIJE,MERITVE,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
..Drugo vecje trajno blago za rekreacijo in kulturo,"Stalne cene, referencno leto 2010 (mio EUR)",18.3,17.9,19.3,20.3,21.5,23.0,23.7,23.7,26.1,25.4,27.0,28.8,31.0,31.9,28.8,31.0,27.0,32.1,32.9,34.3,43.6,47.7,49.4,57.5,...
..Drugo vecje trajno blago za rekreacijo in kulturo,Letna sprememba obsega (%),...,-2.2,7.8,5.1,6.0,6.9,3.0,0.1,10.3,-2.6,6.1,6.8,7.5,2.9,-9.6,7.7,-13.1,18.9,2.5,4.4,27.1,9.4,3.5,16.5,...
"..Drugi rekreacijski predmetii, vrtnarjenje in male ?ivali",Tekoce cene (mio EUR),80.0,95.0,120.4,132.5,161.1,200.8,228.1,268.1,309.6,343.6,342.1,348.0,381.3,422.0,407.5,427.1,414.3,410.9,413.2,430.9,421.6,479.4,523.6,593.5,...
"..Drugi rekreacijski predmetii, vrtnarjenje in male ?ivali",Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),1.3,1.3,1.5,1.5,1.6,1.8,1.9,2.0,2.1,2.2,2.1,2.1,2.0,2.1,2.0,2.0,1.9,1.9,1.9,2.0,1.9,2.1,2.2,2.4,-
"..Drugi rekreacijski predmetii, vrtnarjenje in male ?ivali",Stalne cene predhodnega leta (mio EUR),...,88.7,109.9,123.7,148.0,185.3,213.1,246.9,284.6,336.1,334.2,346.5,369.5,401.3,392.0,423.8,409.8,414.8,415.8,434.9,413.5,474.0,523.0,579.7,...
"..Drugi rekreacijski predmetii, vrtnarjenje in male ?ivali","Stalne cene, referencno leto 2010 (mio EUR)",179.2,198.7,230.0,236.3,264.0,303.5,322.1,348.5,370.1,401.8,390.7,395.6,420.1,442.1,410.7,427.1,409.8,410.2,415.2,436.9,419.2,471.4,514.2,569.3,...
"..Drugi rekreacijski predmetii, vrtnarjenje in male ?ivali",Letna sprememba obsega (%),...,10.9,15.7,2.8,11.7,15.0,6.1,8.2,6.2,8.6,-2.8,1.3,6.2,5.2,-7.1,4.0,-4.1,0.1,1.2,5.2,-4.1,12.4,9.1,10.7,...
..Rekreacijske in kulturne storitve,Tekoce cene (mio EUR),181.7,243.1,279.8,328.7,387.4,394.8,463.1,515.3,562.2,628.2,688.4,719.6,768.9,724.7,671.2,644.8,636.9,633.6,608.8,637.2,722.9,754.9,757.4,789.2,...
..Rekreacijske in kulturne storitve,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),2.8,3.3,3.4,3.7,3.8,3.6,3.8,3.9,3.9,4.1,4.2,4.3,4.1,3.6,3.3,3.0,2.9,2.9,2.8,2.9,3.3,3.3,3.2,3.1,-
..Rekreacijske in kulturne storitve,Stalne cene predhodnega leta (mio EUR),...,214.2,257.3,303.2,362.4,378.0,430.1,468.8,529.4,595.9,669.5,695.3,736.7,686.5,649.0,632.5,638.9,619.0,609.8,627.4,716.7,746.0,731.0,763.0,...
..Rekreacijske in kulturne storitve,"Stalne cene, referencno leto 2010 (mio EUR)",444.5,524.0,554.7,601.0,662.7,646.6,704.5,713.1,732.6,776.6,827.6,835.9,855.8,764.1,684.2,644.8,638.9,621.0,597.6,615.8,692.7,714.8,692.1,697.1,...
..Rekreacijske in kulturne storitve,Letna sprememba obsega (%),...,17.9,5.9,8.3,10.3,-2.4,9.0,1.2,2.7,6.0,6.6,1.0,2.4,-10.7,-10.5,-5.8,-0.9,-2.8,-3.8,3.1,12.5,3.2,-3.2,0.7,...
"..casopisi, knjige in pisalne potreb?cine",Tekoce cene (mio EUR),98.2,115.4,136.4,145.6,154.7,160.3,176.1,188.5,201.3,210.9,211.8,215.9,220.3,221.7,217.6,214.9,227.1,213.7,207.9,207.3,203.3,199.7,193.5,192.3,...
"..casopisi, knjige in pisalne potreb?cine",Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),1.5,1.6,1.7,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.2,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,0.8,-
"..casopisi, knjige in pisalne potreb?cine",Stalne cene predhodnega leta (mio EUR),...,100.4,121.9,132.3,147.9,147.6,162.6,175.0,192.8,207.1,202.4,210.8,215.3,211.7,209.5,213.0,225.5,206.8,202.4,204.5,200.1,199.7,193.8,188.3,...
"..casopisi, knjige in pisalne potreb?cine","Stalne cene, referencno leto 2010 (mio EUR)",235.4,240.6,254.2,246.6,250.5,239.0,242.4,240.9,246.5,253.7,243.6,242.4,241.7,232.3,219.5,214.9,225.5,205.4,194.5,191.4,184.7,181.4,176.0,171.3,...
"..casopisi, knjige in pisalne potreb?cine",Letna sprememba obsega (%),...,2.2,5.6,-3.0,1.6,-4.6,1.4,-0.6,2.3,2.9,-4.0,-0.5,-0.3,-3.9,-5.5,-2.1,4.9,-8.9,-5.3,-1.6,-3.5,-1.8,-3.0,-2.7,...
..Pocitni?ki paketi,Tekoce cene (mio EUR),108.2,126.0,148.7,159.1,162.9,176.6,186.5,218.9,231.1,241.1,255.3,270.8,330.9,373.9,346.7,352.0,356.9,340.0,341.3,344.7,361.1,374.1,442.2,485.3,...
..Pocitni?ki paketi,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),1.7,1.7,1.8,1.8,1.6,1.6,1.5,1.6,1.6,1.6,1.6,1.6,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.9,1.9,-
..Pocitni?ki paketi,Stalne cene predhodnega leta (mio EUR),...,114.4,141.2,151.0,155.8,169.6,168.0,186.9,216.8,226.8,246.9,259.9,311.9,349.7,340.2,352.7,372.1,335.3,331.4,335.6,359.3,374.9,439.6,481.5,...
..Pocitni?ki paketi,"Stalne cene, referencno leto 2010 (mio EUR)",263.5,278.5,312.1,316.9,310.4,323.3,307.6,308.2,305.3,299.7,306.8,312.3,359.7,380.2,346.0,352.0,372.1,349.7,340.8,335.1,349.3,362.6,426.1,463.9,...
..Pocitni?ki paketi,Letna sprememba obsega (%),...,5.7,12.1,1.5,-2.1,4.1,-4.9,0.2,-0.9,-1.9,2.4,1.8,15.2,5.7,-9.0,1.7,5.7,-6.0,-2.5,-1.7,4.2,3.8,17.5,8.9,...
Izobra?evanje,Tekoce cene (mio EUR),55.9,61.7,70.5,75.8,81.6,95.1,106.2,120.8,133.8,155.4,181.2,196.0,239.2,246.9,249.8,251.1,259.4,277.0,278.5,282.2,282.6,287.6,292.7,314.9,...
Izobra?evanje,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),0.9,0.8,0.9,0.8,0.8,0.9,0.9,0.9,0.9,1.0,1.1,1.2,1.3,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.2,1.3,-
Izobra?evanje,Stalne cene predhodnega leta (mio EUR),...,55.1,62.8,71.9,75.6,87.3,99.1,110.3,127.7,144.3,168.4,189.8,235.3,231.7,242.0,248.5,255.4,269.3,272.1,281.7,280.3,287.0,289.4,306.0,...
Izobra?evanje,"Stalne cene, referencno leto 2010 (mio EUR)",144.9,142.8,145.3,148.2,147.8,158.1,164.9,171.2,181.0,195.2,211.6,221.6,266.0,257.7,252.5,251.1,255.4,265.1,260.4,263.4,261.7,265.7,267.5,279.6,...
Izobra?evanje,Letna sprememba obsega (%),...,-1.5,1.7,2.1,-0.3,7.0,4.2,3.9,5.7,7.9,8.4,4.7,20.0,-3.2,-2.0,-0.6,1.7,3.8,-1.8,1.2,-0.7,1.5,0.6,4.5,...
..Predprimarno in primarno izobra?evanje,Tekoce cene (mio EUR),19.3,21.3,24.4,26.3,28.3,32.7,34.5,38.1,42.5,51.7,55.4,62.7,73.4,79.4,81.1,81.7,86.0,97.0,100.3,105.8,105.2,106.2,109.4,115.6,...
..Predprimarno in primarno izobra?evanje,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,-
..Predprimarno in primarno izobra?evanje,Stalne cene predhodnega leta (mio EUR),...,19.1,21.7,24.9,26.2,30.1,32.1,34.4,37.6,47.3,51.4,59.7,70.1,72.2,78.8,81.3,85.8,93.1,95.7,106.0,105.2,106.3,108.7,113.6,...
..Predprimarno in primarno izobra?evanje,"Stalne cene, referencno leto 2010 (mio EUR)",59.6,58.8,59.9,61.2,61.1,64.8,63.5,63.4,62.6,69.8,69.4,74.7,83.5,82.1,81.5,81.7,85.8,92.9,91.7,96.9,96.3,97.3,99.7,103.5,...
..Predprimarno in primarno izobra?evanje,Letna sprememba obsega (%),...,-1.5,1.9,2.2,-0.2,6.2,-2.0,-0.3,-1.1,11.4,-0.6,7.7,11.7,-1.7,-0.7,0.2,5.0,8.3,-1.3,5.7,-0.6,1.0,2.4,3.8,...
..Sekundarno izobra?evanje,Tekoce cene (mio EUR),5.3,5.9,6.7,7.2,7.8,9.1,9.8,11.6,13.4,16.3,19.9,21.3,24.7,24.5,25.2,25.4,25.6,27.1,26.7,26.7,27.3,28.2,28.2,28.9,...
..Sekundarno izobra?evanje,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-
..Sekundarno izobra?evanje,Stalne cene predhodnega leta (mio EUR),...,5.3,6.0,6.9,7.2,8.3,8.9,10.5,11.2,15.2,18.6,20.6,24.3,23.3,24.4,25.1,25.2,26.4,26.2,26.6,27.0,28.2,27.9,28.0,...
..Sekundarno izobra?evanje,"Stalne cene, referencno leto 2010 (mio EUR)",15.9,15.7,15.9,16.3,16.3,17.4,17.0,18.3,17.8,20.2,23.0,23.9,27.3,25.7,25.6,25.4,25.2,25.9,25.0,24.9,25.2,26.1,25.7,25.5,...
..Sekundarno izobra?evanje,Letna sprememba obsega (%),...,-1.5,1.9,2.2,-0.2,6.8,-2.1,7.8,-2.8,13.3,14.0,3.6,14.2,-5.7,-0.5,-0.7,-0.8,2.9,-3.5,-0.5,1.4,3.3,-1.2,-0.8,...
..Postsekundarno neterciarno in terciarno izobra?evanje,Tekoce cene (mio EUR),16.6,18.3,20.9,22.6,24.3,29.1,33.1,39.5,43.9,47.4,59.9,63.5,82.1,81.1,81.8,85.2,85.8,86.2,84.0,79.7,80.0,80.4,81.4,86.3,...
..Postsekundarno neterciarno in terciarno izobra?evanje,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,-
..Postsekundarno neterciarno in terciarno izobra?evanje,Stalne cene predhodnega leta (mio EUR),...,16.4,18.7,21.4,22.5,26.7,31.0,36.6,45.8,44.1,55.9,61.6,80.6,77.1,78.8,81.6,83.4,85.1,83.4,78.8,79.5,80.4,79.4,81.3,...
..Postsekundarno neterciarno in terciarno izobra?evanje,"Stalne cene, referencno leto 2010 (mio EUR)",39.4,38.8,39.5,40.4,40.3,44.3,47.3,52.2,60.5,60.7,71.7,73.7,93.6,87.8,85.4,85.2,83.4,82.7,80.0,75.0,74.8,75.2,74.2,74.1,...
..Postsekundarno neterciarno in terciarno izobra?evanje,Letna sprememba obsega (%),...,-1.5,1.9,2.2,-0.2,9.8,6.7,10.5,15.8,0.5,18.1,2.8,26.9,-6.1,-2.8,-0.2,-2.2,-0.8,-3.3,-6.2,-0.3,0.6,-1.3,-0.1,...
"..Izobra?evanje, ki ni opredeljivo po stopnji",Tekoce cene (mio EUR),14.7,16.2,18.4,19.7,21.2,24.2,28.8,31.7,33.9,40.0,46.0,48.5,59.0,62.0,61.7,58.8,62.1,66.6,67.4,70.0,70.2,72.7,73.7,84.0,...
"..Izobra?evanje, ki ni opredeljivo po stopnji",Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,-
"..Izobra?evanje, ki ni opredeljivo po stopnji",Stalne cene predhodnega leta (mio EUR),...,14.5,16.4,18.7,19.6,22.2,27.1,28.8,33.0,37.7,42.5,47.9,60.3,59.1,59.9,60.5,61.1,64.8,66.8,70.3,68.6,72.1,73.4,83.1,...
"..Izobra?evanje, ki ni opredeljivo po stopnji","Stalne cene, referencno leto 2010 (mio EUR)",32.7,32.3,32.7,33.2,33.1,34.7,38.9,38.9,40.5,45.0,47.7,49.7,61.8,62.0,60.0,58.8,61.1,63.7,63.9,66.6,65.3,67.1,67.7,76.3,...
"..Izobra?evanje, ki ni opredeljivo po stopnji",Letna sprememba obsega (%),...,-1.4,1.3,1.6,-0.5,4.9,12.1,-0.1,4.3,11.0,6.1,4.2,24.4,0.2,-3.3,-1.9,3.8,4.3,0.3,4.3,-1.9,2.7,1.0,12.7,...
Restavracije in hoteli,Tekoce cene (mio EUR),439.4,498.8,566.5,619.1,653.4,695.5,786.6,856.8,961.9,1025.0,1062.7,1094.8,1283.8,1441.4,1415.2,1410.5,1402.7,1457.1,1420.0,1486.6,1505.0,1657.2,1785.6,1921.4,...
Restavracije in hoteli,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),6.9,6.8,6.9,6.9,6.5,6.4,6.5,6.4,6.6,6.7,6.5,6.5,6.9,7.1,6.9,6.6,6.4,6.7,6.6,6.9,6.8,7.3,7.5,7.7,-
Restavracije in hoteli,Stalne cene predhodnega leta (mio EUR),...,445.3,514.4,569.2,623.6,660.5,749.3,785.0,893.6,976.2,1021.2,1052.8,1204.6,1320.7,1357.2,1414.9,1494.1,1398.1,1372.9,1469.9,1498.2,1623.5,1763.7,1868.5,...
Restavracije in hoteli,"Stalne cene, referencno leto 2010 (mio EUR)",1102.4,1117.2,1152.2,1157.6,1166.0,1178.7,1269.7,1267.2,1321.6,1341.2,1336.2,1323.8,1456.5,1498.4,1410.8,1410.5,1494.1,1489.2,1403.2,1452.5,1463.8,1579.2,1680.7,1758.7,...
Restavracije in hoteli,Letna sprememba obsega (%),...,1.3,3.1,0.5,0.7,1.1,7.7,-0.2,4.3,1.5,-0.4,-0.9,10.0,2.9,-5.8,0.0,5.9,-0.3,-5.8,3.5,0.8,7.9,6.4,4.6,...
..Gostinske storitve,Tekoce cene (mio EUR),355.8,407.4,465.2,510.1,531.8,558.2,627.8,679.0,750.8,778.8,811.0,841.9,961.0,1090.7,1067.2,1081.8,1057.1,1103.0,1072.0,1136.8,1149.5,1245.1,1312.1,1408.4,...
..Gostinske storitve,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),5.6,5.5,5.6,5.7,5.3,5.1,5.2,5.1,5.2,5.1,5.0,5.0,5.1,5.4,5.2,5.1,4.9,5.1,5.0,5.3,5.2,5.5,5.5,5.6,-
..Gostinske storitve,Stalne cene predhodnega leta (mio EUR),...,362.5,420.6,467.0,509.7,533.7,590.2,623.2,706.8,746.3,779.6,809.2,893.0,990.4,1022.6,1093.0,1151.9,1049.3,1022.4,1122.2,1145.6,1236.6,1299.5,1371.0,...
..Gostinske storitve,"Stalne cene, referencno leto 2010 (mio EUR)",897.1,913.9,943.6,947.3,946.6,950.0,1004.6,997.2,1038.1,1031.9,1033.0,1030.6,1093.2,1126.6,1056.4,1081.8,1151.9,1143.4,1059.9,1109.5,1118.1,1202.8,1255.4,1311.7,...
..Gostinske storitve,Letna sprememba obsega (%),...,1.9,3.2,0.4,-0.1,0.4,5.7,-0.7,4.1,-0.6,0.1,-0.2,6.1,3.1,-6.2,2.4,6.5,-0.7,-7.3,4.7,0.8,7.6,4.4,4.5,...
..Nastanitvene storitve,Tekoce cene (mio EUR),83.6,91.4,101.4,109.1,121.5,137.4,158.8,177.9,211.1,246.2,251.7,252.9,322.8,350.8,348.0,328.7,345.6,354.0,348.0,349.8,355.4,412.1,473.5,512.9,...
..Nastanitvene storitve,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),1.3,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.5,1.6,1.6,1.5,1.7,1.7,1.7,1.5,1.6,1.6,1.6,1.6,1.6,1.8,2.0,2.0,-
..Nastanitvene storitve,Stalne cene predhodnega leta (mio EUR),...,82.8,93.8,102.2,113.9,126.7,159.0,161.8,186.8,229.9,241.6,243.7,311.6,330.3,334.6,322.0,342.1,348.8,350.5,347.7,352.6,386.9,464.2,497.5,...
..Nastanitvene storitve,"Stalne cene, referencno leto 2010 (mio EUR)",206.5,204.6,209.9,211.7,221.1,230.6,266.9,272.0,285.7,311.1,305.2,295.5,364.0,372.5,355.3,328.7,342.1,345.4,341.9,341.6,344.3,374.8,422.3,443.7,...
..Nastanitvene storitve,Letna sprememba obsega (%),...,-0.9,2.6,0.9,4.4,4.3,15.8,1.9,5.0,8.9,-1.9,-3.2,23.2,2.3,-4.6,-7.5,4.1,0.9,-1.0,-0.1,0.8,8.9,12.7,5.1,...
Raznovrstno blago in storitve,Tekoce cene (mio EUR),526.6,644.2,715.6,741.7,915.9,923.7,962.5,1153.4,1312.1,1401.9,1501.1,1615.6,1852.1,1977.3,1967.2,2069.0,2222.5,2147.6,2069.9,2097.7,2214.4,2227.4,2361.4,2549.3,...
Raznovrstno blago in storitve,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),8.3,8.8,8.7,8.3,9.1,8.5,8.0,8.7,9.1,9.1,9.2,9.6,9.9,9.8,9.5,9.7,10.2,9.9,9.7,9.7,10.1,9.8,9.9,10.2,-
Raznovrstno blago in storitve,Stalne cene predhodnega leta (mio EUR),...,571.0,681.3,749.4,825.8,919.4,945.1,1020.6,1193.6,1364.5,1483.8,1563.5,1698.8,1892.3,2054.0,2014.7,2118.5,2214.4,2067.6,2102.8,2202.5,2295.4,2307.5,2478.2,...
Raznovrstno blago in storitve,"Stalne cene, referencno leto 2010 (mio EUR)",1047.7,1136.2,1201.6,1258.3,1401.0,1406.3,1438.9,1525.8,1579.0,1642.1,1738.0,1810.3,1903.4,1944.8,2020.2,2069.0,2118.5,2110.8,2032.2,2064.5,2167.7,2247.0,2327.8,2442.9,...
Raznovrstno blago in storitve,Letna sprememba obsega (%),...,8.4,5.8,4.7,11.3,0.4,2.3,6.0,3.5,4.0,5.8,4.2,5.1,2.2,3.9,2.4,2.4,-0.4,-3.7,1.6,5.0,3.7,3.6,4.9,...
..Osebna nega,Tekoce cene (mio EUR),127.1,143.9,162.7,179.4,219.7,241.5,272.6,298.6,339.0,353.5,366.0,357.6,393.7,396.7,457.2,535.4,538.6,541.6,499.9,551.2,566.5,602.8,654.6,712.4,...
..Osebna nega,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),2.0,2.0,2.0,2.0,2.2,2.2,2.3,2.2,2.3,2.3,2.3,2.1,2.1,2.0,2.2,2.5,2.5,2.5,2.3,2.5,2.6,2.6,2.8,2.8,-
..Osebna nega,Stalne cene predhodnega leta (mio EUR),...,129.8,152.6,171.2,209.0,219.8,259.0,278.7,320.8,345.9,364.0,352.2,381.4,381.6,444.7,531.2,529.6,530.4,495.9,547.4,566.9,602.3,653.0,708.9,...
..Osebna nega,"Stalne cene, referencno leto 2010 (mio EUR)",251.3,256.7,272.2,286.4,333.6,333.8,357.9,365.8,393.0,401.1,413.1,397.6,424.0,411.0,460.8,535.4,529.6,521.6,477.6,522.9,537.8,571.8,619.4,670.8,...
..Osebna nega,Letna sprememba obsega (%),...,2.1,6.0,5.2,16.5,0.1,7.2,2.2,7.4,2.1,3.0,-3.8,6.7,-3.1,12.1,16.2,-1.1,-1.5,-8.4,9.5,2.8,6.3,8.3,8.3,...
..Prostitucija,Tekoce cene (mio EUR),34.1,38.1,41.0,42.8,45.9,49.4,53.6,54.6,52.0,41.9,46.7,58.2,65.9,67.3,64.7,81.3,98.5,79.8,80.7,69.2,86.5,73.4,80.6,77.9,...
..Prostitucija,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.5,0.4,0.4,0.3,0.4,0.3,0.3,0.3,-
..Prostitucija,Stalne cene predhodnega leta (mio EUR),...,34.4,38.5,41.4,44.2,49.4,53.6,54.6,53.9,39.2,41.4,48.0,59.9,67.3,67.8,81.3,82.7,95.0,80.7,80.7,69.2,82.5,71.6,79.7,...
..Prostitucija,"Stalne cene, referencno leto 2010 (mio EUR)",63.9,64.6,65.2,66.0,68.1,73.3,79.5,80.9,79.9,60.3,59.5,61.1,62.9,64.3,64.7,81.3,82.7,79.8,80.7,80.7,80.7,77.0,75.2,74.4,...
..Prostitucija,Letna sprememba obsega (%),...,1.0,1.0,1.1,3.3,7.6,8.5,1.8,-1.2,-24.6,-1.3,2.8,2.8,2.2,0.7,25.6,1.7,-3.5,1.1,0.0,0.0,-4.6,-2.3,-1.1,...
..Predmeti za osebno nego,Tekoce cene (mio EUR),38.3,42.0,48.4,51.6,54.8,55.6,59.9,64.8,78.0,83.4,82.0,82.2,88.3,95.9,78.2,82.8,93.8,104.0,85.3,83.9,76.8,97.7,109.0,104.9,...
..Predmeti za osebno nego,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.3,0.4,0.5,0.4,-
..Predmeti za osebno nego,Stalne cene predhodnega leta (mio EUR),...,37.8,45.0,49.4,53.1,51.9,55.9,59.7,72.6,80.7,81.0,76.6,84.5,87.8,76.5,79.5,89.0,99.5,83.2,84.3,76.9,97.2,109.0,105.6,...
..Predmeti za osebno nego,"Stalne cene, referencno leto 2010 (mio EUR)",90.2,88.9,95.1,97.1,99.9,94.5,95.1,94.9,106.4,110.1,106.9,99.8,102.7,102.1,81.5,82.8,89.0,94.4,75.5,74.6,68.4,86.6,96.7,93.6,...
..Predmeti za osebno nego,Letna sprememba obsega (%),...,-1.4,6.9,2.1,2.9,-5.4,0.6,-0.2,12.1,3.4,-2.9,-6.7,2.9,-0.6,-20.2,1.7,7.5,6.0,-20.0,-1.2,-8.4,26.6,11.6,-3.1,...
..Socialna za?cita,Tekoce cene (mio EUR),44.2,51.1,57.8,61.4,69.4,73.5,81.1,90.1,97.3,107.1,110.8,115.4,101.6,119.0,142.6,136.5,149.7,147.8,142.5,162.5,180.2,192.8,190.1,207.5,...
..Socialna za?cita,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.6,0.7,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,-
..Socialna za?cita,Stalne cene predhodnega leta (mio EUR),...,45.4,52.7,56.8,69.1,67.8,75.2,81.7,88.5,103.1,107.8,111.8,98.1,111.2,135.6,133.3,147.6,143.1,140.1,162.4,180.2,191.7,188.6,202.1,...
..Socialna za?cita,"Stalne cene, referencno leto 2010 (mio EUR)",110.6,113.7,117.2,115.3,129.7,126.7,129.5,130.4,128.1,135.7,136.5,137.8,117.2,128.2,146.1,136.5,147.6,141.1,133.8,152.4,169.0,179.8,175.8,186.9,...
..Socialna za?cita,Letna sprememba obsega (%),...,2.8,3.1,-1.6,12.5,-2.3,2.2,0.7,-1.7,5.9,0.6,1.0,-15.0,9.5,13.9,-6.6,8.2,-4.4,-5.2,13.9,10.9,6.4,-2.2,6.3,...
..Zavarovanje,Tekoce cene (mio EUR),100.5,123.5,139.9,163.3,205.4,172.8,169.9,234.2,266.9,283.3,352.4,382.8,431.7,452.9,475.5,527.8,584.5,579.5,614.7,498.9,570.0,543.0,557.1,624.8,...
..Zavarovanje,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),1.6,1.7,1.7,1.8,2.0,1.6,1.4,1.8,1.8,1.8,2.2,2.3,2.3,2.2,2.3,2.5,2.7,2.7,2.9,2.3,2.6,2.4,2.3,2.5,-
..Zavarovanje,Stalne cene predhodnega leta (mio EUR),...,110.4,127.3,146.1,177.1,189.7,167.4,173.6,245.2,281.9,331.7,399.5,419.3,460.2,434.7,468.3,562.0,607.1,575.1,587.9,566.6,594.2,560.0,577.7,...
..Zavarovanje,"Stalne cene, referencno leto 2010 (mio EUR)",277.9,305.1,314.5,328.6,356.4,329.2,318.9,326.0,341.3,360.5,421.9,478.3,523.9,558.5,536.0,527.8,562.0,583.6,579.2,554.0,629.2,655.9,676.5,701.5,...
..Zavarovanje,Letna sprememba obsega (%),...,9.8,3.1,4.5,8.5,-7.6,-3.1,2.2,4.7,5.6,17.1,13.4,9.5,6.6,-4.0,-1.5,6.5,3.9,-0.8,-4.4,13.6,4.2,3.1,3.7,...
..Financne storitve,Tekoce cene (mio EUR),121.7,173.2,181.1,150.8,220.7,219.8,208.8,271.2,331.3,369.4,385.0,453.1,590.6,659.5,547.8,513.5,553.5,484.7,438.4,522.5,516.3,480.7,525.8,564.7,...
..Financne storitve,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),1.9,2.4,2.2,1.7,2.2,2.0,1.7,2.0,2.3,2.4,2.4,2.7,3.2,3.3,2.7,2.4,2.5,2.2,2.1,2.4,2.3,2.1,2.2,2.3,-
..Financne storitve,Stalne cene predhodnega leta (mio EUR),...,147.6,188.2,198.2,180.6,238.5,226.4,242.7,273.1,359.2,404.4,410.0,477.7,603.3,696.3,533.2,508.2,535.5,486.0,431.7,524.9,506.2,490.7,547.1,...
..Financne storitve,"Stalne cene, referencno leto 2010 (mio EUR)",163.1,197.8,215.0,235.2,281.6,304.3,313.4,364.3,366.8,397.7,435.5,463.8,489.1,499.6,527.6,513.5,508.2,491.6,492.9,485.4,487.6,478.1,488.0,507.8,...
..Financne storitve,Letna sprememba obsega (%),...,21.3,8.7,9.4,19.7,8.1,3.0,16.2,0.7,8.4,9.5,6.5,5.4,2.2,5.6,-2.7,-1.0,-3.3,0.3,-1.5,0.4,-1.9,2.1,4.0,...
..Druge storitve,Tekoce cene (mio EUR),60.6,72.4,84.7,92.3,100.0,111.0,116.6,139.9,147.6,163.3,158.2,166.4,180.4,185.9,201.1,191.6,203.9,210.1,208.4,209.3,218.1,237.1,244.2,257.1,...
..Druge storitve,Tekoce cene (% od izdatkov gospodinjstev za koncno potro?njo po domacem konceptu),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.1,1.0,1.0,1.0,0.9,1.0,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-
..Druge storitve,Stalne cene predhodnega leta (mio EUR),...,65.6,77.1,86.1,92.7,102.3,107.7,129.6,139.4,154.5,153.6,165.3,177.9,180.9,198.3,187.9,199.3,203.9,206.5,208.3,217.9,221.2,234.6,257.1,...
